City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Vinh,VN,2022-09-17 19:18:25,18.6667,105.6667,78.17,90,100,3.18
294,Gillette,US,2022-09-17 19:19:26,44.2911,-105.5022,68.11,45,0,5.01
295,Brae,GB,2022-09-17 19:21:20,60.3964,-1.353,48.99,68,100,16.31
296,Kutum,SD,2022-09-17 19:21:20,14.2,24.6667,73.58,64,18,5.77
297,Plettenberg Bay,ZA,2022-09-17 19:21:20,-34.0527,23.3716,57.92,84,100,5.14
298,Grindavik,IS,2022-09-17 19:21:21,63.8424,-22.4338,51.75,81,75,3.44
299,Portland,US,2022-09-17 19:20:46,45.5234,-122.6762,69.49,65,75,6.91
300,Dali,CN,2022-09-17 19:21:21,25.7,100.1833,61.5,93,49,2.3
301,Narsaq,GL,2022-09-17 19:21:22,60.9167,-46.05,61.02,88,100,0.83
302,Agadez,NE,2022-09-17 19:21:22,19.75,10.25,96.94,13,6,5.95
303,La Palma,US,2022-09-17 19:21:23,33.8464,-118.0467,80.29,63,75,10.36
304,Vesoul,FR,2022-09-17 19:21:23,47.5833,5.8333,49.01,71,35,3.09
305,Mehamn,NO,2022-09-17 19:21:23,71.0357,27.8492,44.55,93,100,19.57
306,Samfya,ZM,2022-09-17 19:21:24,-11.3649,29.5565,74.19,34,7,5.37
307,Egvekinot,RU,2022-09-17 19:21:24,66.3167,-179.1667,36.21,89,100,14.25
308,Bubaque,GW,2022-09-17 19:21:24,11.2833,-15.8333,80.51,80,96,12.26
309,Sainte-Marie,RE,2022-09-17 19:21:25,-20.8968,55.5496,69.96,83,40,16.11
310,Sitka,US,2022-09-17 19:21:25,57.0531,-135.33,53.49,82,0,0.0
311,Manuk Mangkaw,PH,2022-09-17 19:21:25,4.8,119.85,83.55,74,100,9.6
312,Sioux Lookout,CA,2022-09-17 19:21:26,50.1001,-91.917,57.27,100,100,4.61
313,Hami,CN,2022-09-17 19:21:26,42.8,93.45,66.36,16,100,1.83
314,Okhotsk,RU,2022-09-17 19:21:27,59.3833,143.3,43.07,61,42,2.62
315,Yeppoon,AU,2022-09-17 19:21:27,-23.1333,150.7333,56.98,94,6,2.84
316,Samoded,RU,2022-09-17 19:21:27,63.6083,40.5111,47.26,94,100,8.81
317,Yurla,RU,2022-09-17 19:21:28,59.3259,54.3223,56.08,98,100,10.02
318,Tuy Hoa,VN,2022-09-17 19:18:29,13.0833,109.3,76.23,89,70,6.58
319,Sayyan,YE,2022-09-17 19:21:28,15.1718,44.3244,67.42,39,99,5.73
320,Luderitz,NA,2022-09-17 19:22:28,-26.6481,15.1594,59.5,73,24,21.52
321,Harbour Breton,CA,2022-09-17 19:22:29,47.4833,-55.7983,55.92,64,100,21.39
322,Nuuk,GL,2022-09-17 19:22:29,64.1835,-51.7216,50.61,93,75,18.41
323,Vanavara,RU,2022-09-17 19:22:30,60.34,102.2797,30.87,87,25,1.57
324,Alice Springs,AU,2022-09-17 19:19:40,-23.7,133.8833,57.22,26,0,0.0
325,Hovd,MN,2022-09-17 19:22:30,48.0056,91.6419,42.35,63,38,2.21
326,Inhambane,MZ,2022-09-17 19:22:30,-23.865,35.3833,73.38,94,40,13.8
327,Toora-Khem,RU,2022-09-17 19:22:31,52.4675,96.11,42.13,88,100,1.36
328,Luanda,AO,2022-09-17 19:19:31,-8.8368,13.2343,73.4,83,20,4.61
329,Deputatskiy,RU,2022-09-17 19:22:31,69.3,139.9,25.66,86,4,2.46
330,San Cristobal,VE,2022-09-17 19:22:32,7.7669,-72.225,84.38,44,100,5.97
331,Vila Franca Do Campo,PT,2022-09-17 19:22:32,37.7167,-25.4333,75.61,80,1,7.0
332,Goderich,CA,2022-09-17 19:22:32,43.7501,-81.7165,77.92,65,63,9.22
333,Sylva,RU,2022-09-17 19:22:33,58.0348,56.7635,60.17,91,100,10.69
334,Nadvoitsy,RU,2022-09-17 19:22:33,63.8667,34.3167,48.76,90,100,7.65
335,Lorengau,PG,2022-09-17 19:22:33,-2.0226,147.2712,80.19,76,100,3.65
336,Praia,CV,2022-09-17 19:22:34,14.9215,-23.5087,81.14,74,40,11.5
337,Tooele,US,2022-09-17 19:20:25,40.5308,-112.2983,74.08,52,40,8.05
338,Sayat,TM,2022-09-17 19:22:34,38.7839,63.8803,69.67,22,6,9.53
339,Andros Town,BS,2022-09-17 19:22:35,24.7,-77.7667,85.96,66,43,12.97
340,Uniao,BR,2022-09-17 19:22:35,-4.5858,-42.8642,101.82,22,19,2.98
341,Montevideo,UY,2022-09-17 19:22:35,-34.8335,-56.1674,73.42,48,0,17.27
342,Carballo,ES,2022-09-17 19:22:36,43.213,-8.691,71.02,80,100,2.82
343,Youhao,CN,2022-09-17 19:22:36,47.8667,128.8333,52.77,99,42,4.63
344,Bonavista,CA,2022-09-17 19:22:36,48.6499,-53.1147,52.97,77,100,23.6
345,Nikolskoye,RU,2022-09-17 19:22:37,59.7035,30.7861,51.69,92,100,10.22
346,Huambo,AO,2022-09-17 19:20:55,-12.7761,15.7392,69.67,20,37,4.07
347,Darhan,MN,2022-09-17 19:22:37,49.4867,105.9228,43.43,60,94,2.39
348,Kailua,US,2022-09-17 19:19:05,21.4022,-157.7394,83.44,70,20,5.75
349,Norcasia,CO,2022-09-17 19:22:38,5.5778,-74.8852,87.89,49,100,4.56
350,Nouadhibou,MR,2022-09-17 19:22:38,20.931,-17.0347,75.18,73,0,19.57
351,Comodoro Rivadavia,AR,2022-09-17 19:22:28,-45.8667,-67.5,51.66,35,20,10.36
352,Okha,RU,2022-09-17 19:22:39,53.5739,142.9478,47.39,78,100,11.1
353,Shar,KZ,2022-09-17 19:22:39,49.5886,81.0453,46.78,53,0,4.61
354,Jining,CN,2022-09-17 19:20:05,35.405,116.5814,66.88,82,6,3.74
355,Evinayong,GQ,2022-09-17 19:22:39,1.4368,10.5512,68.34,99,100,3.09
356,Klaksvik,FO,2022-09-17 19:22:40,62.2266,-6.589,49.12,75,100,5.19
357,Khorinsk,RU,2022-09-17 19:22:40,52.1657,109.7726,35.94,79,4,5.35
358,Dawei,MM,2022-09-17 19:22:41,14.0833,98.2,75.99,96,100,0.85
359,San Policarpo,PH,2022-09-17 19:22:41,12.1791,125.5072,79.2,85,100,7.58
360,Tura,IN,2022-09-17 19:22:41,25.5198,90.2201,74.46,87,14,3.62
361,Abonnema,NG,2022-09-17 19:22:42,4.7084,6.7931,79.09,86,92,5.03
362,Dingle,PH,2022-09-17 19:22:42,10.9995,122.6711,75.6,90,100,5.91
363,Sorland,NO,2022-09-17 19:22:43,67.667,12.6934,51.66,77,100,28.97
364,Nome,US,2022-09-17 19:22:43,64.5011,-165.4064,46.17,94,100,37.87
365,Marzuq,YE,2022-09-17 19:22:43,14.4,46.4667,82.85,42,14,4.18
366,San Quintin,MX,2022-09-17 19:20:41,30.4833,-115.95,72.19,64,0,13.67
367,Yei,SS,2022-09-17 19:22:44,4.095,30.6779,67.32,95,63,1.21
368,Te Anau,NZ,2022-09-17 19:22:44,-45.4167,167.7167,37.17,91,100,1.34
369,Vao,NC,2022-09-17 19:23:44,-22.6667,167.4833,72.79,63,97,11.88
370,Kamaishi,JP,2022-09-17 19:23:45,39.2667,141.8833,72.03,96,100,7.96
371,Liverpool,GB,2022-09-17 19:22:29,53.4106,-2.9779,57.7,65,40,16.11
372,Ende,ID,2022-09-17 19:23:45,-8.8432,121.6623,75.79,88,100,1.59
373,Muzhi,RU,2022-09-17 19:23:46,65.3667,64.6667,46.02,76,20,7.81
374,Haines Junction,CA,2022-09-17 19:23:46,60.7522,-137.5108,48.15,61,100,1.14
375,Vila Velha,BR,2022-09-17 19:23:46,-20.3297,-40.2925,66.15,77,75,9.22
376,Galesburg,US,2022-09-17 19:23:47,40.9478,-90.3712,88.72,65,75,12.66
377,Oros,BR,2022-09-17 19:23:47,-6.2444,-38.9136,97.66,21,100,1.95
378,Fairbanks,US,2022-09-17 19:21:09,64.8378,-147.7164,53.31,79,40,3.44
379,Finspang,SE,2022-09-17 19:23:48,58.7058,15.7674,54.12,91,44,5.01
380,Lancut,PL,2022-09-17 19:23:48,50.0687,22.2291,53.26,83,0,5.75
381,Agadir,MA,2022-09-17 19:19:00,30.4202,-9.5982,70.25,72,0,5.35
382,Phuthaditjhaba,ZA,2022-09-17 19:23:49,-28.5242,28.8158,61.68,33,15,3.91
383,Buin,CL,2022-09-17 19:23:49,-33.7333,-70.75,59.43,65,92,4.88
384,Sao Filipe,CV,2022-09-17 19:23:49,14.8961,-24.4956,79.16,79,24,7.67
385,Shiyan,CN,2022-09-17 19:23:50,32.6475,110.7781,71.04,84,100,3.98
386,Nisia Floresta,BR,2022-09-17 19:23:50,-6.0911,-35.2086,84.58,60,35,11.54
387,Kathmandu,NP,2022-09-17 19:20:19,27.7167,85.3167,70.02,94,75,2.3
388,Ayorou,NE,2022-09-17 19:23:50,14.7308,0.9174,92.97,38,14,8.23
389,Aswan,EG,2022-09-17 19:23:51,24.0934,32.907,86.31,20,0,10.33
390,Boksitogorsk,RU,2022-09-17 19:23:51,59.474,33.8485,49.6,94,100,8.77
391,Magistralnyy,RU,2022-09-17 19:23:52,56.1725,107.4458,39.69,93,55,5.73
392,Husavik,IS,2022-09-17 19:23:52,66.0449,-17.3389,45.95,69,86,5.23
393,Nizwa,OM,2022-09-17 19:23:52,22.9333,57.5333,91.22,23,2,5.08
394,Hobyo,SO,2022-09-17 19:23:53,5.3505,48.5268,76.41,81,14,24.81
395,Itarema,BR,2022-09-17 19:23:53,-2.9248,-39.9167,82.13,67,66,18.52
396,Cairns,AU,2022-09-17 19:23:54,-16.9167,145.7667,74.07,92,27,0.0
397,Ambilobe,MG,2022-09-17 19:23:54,-13.2,49.05,70.11,69,100,5.77
398,Karasburg,NA,2022-09-17 19:23:54,-28.0167,18.75,62.96,30,84,16.69
399,Yerbogachen,RU,2022-09-17 19:23:55,61.2767,108.0108,28.83,77,4,4.45
400,Seguin,US,2022-09-17 19:23:55,29.5688,-97.9647,95.85,51,75,12.66
401,Bajram Curri,AL,2022-09-17 19:23:55,42.3554,20.0784,65.86,88,27,11.54
402,Vaitape,PF,2022-09-17 19:23:56,-16.5167,-151.75,78.28,67,4,19.3
403,Qiongshan,CN,2022-09-17 19:23:56,20.0058,110.3542,76.98,94,0,0.0
404,Srednekolymsk,RU,2022-09-17 19:23:56,67.45,153.6833,35.89,68,100,2.26
405,Noumea,NC,2022-09-17 19:23:57,-22.2763,166.4572,62.58,76,9,5.99
406,Grand-Lahou,CI,2022-09-17 19:23:57,5.1367,-5.0242,75.0,92,9,7.52
407,Half Moon Bay,US,2022-09-17 19:22:31,37.4636,-122.4286,76.53,66,75,16.11
408,Zhezkazgan,KZ,2022-09-17 19:23:58,47.8043,67.7144,55.76,26,1,9.31
409,Seymchan,RU,2022-09-17 19:23:58,62.8833,152.4333,31.1,76,2,4.29
410,Kaitangata,NZ,2022-09-17 19:23:58,-46.2817,169.8464,38.1,93,35,3.94
411,Am Timan,TD,2022-09-17 19:23:59,11.0297,20.2827,70.05,97,100,1.3
412,Garden City,US,2022-09-17 19:21:24,42.3256,-83.331,86.83,47,75,8.05
413,Luau,AO,2022-09-17 19:23:59,-10.7073,22.2247,79.88,37,86,3.58
414,Shymkent,KZ,2022-09-17 19:24:00,42.3,69.6,66.79,30,0,4.47
415,Kijang,KR,2022-09-17 19:25:00,35.2442,129.2139,76.73,83,100,12.06
416,Nhulunbuy,AU,2022-09-17 19:25:00,-12.2333,136.7667,72.21,94,18,3.44
417,Palu,ID,2022-09-17 19:25:01,-0.8917,119.8707,75.38,94,100,3.69
418,Sibolga,ID,2022-09-17 19:25:01,1.7427,98.7792,74.21,95,100,1.74
419,Bushehr,IR,2022-09-17 19:25:01,28.9684,50.8385,84.29,58,0,4.61
420,Englehart,CA,2022-09-17 19:25:02,47.8169,-79.8664,55.96,100,100,0.0
421,Tilichiki,RU,2022-09-17 19:25:02,60.4667,166.1,35.33,85,86,10.85
422,Neuquen,AR,2022-09-17 19:25:02,-38.9516,-68.0591,62.49,31,0,12.66
423,Springville,US,2022-09-17 19:25:03,40.1652,-111.6107,76.68,50,40,4.61
424,Korla,CN,2022-09-17 19:25:03,41.7597,86.1469,71.4,20,100,11.5
425,Mbaiki,CF,2022-09-17 19:25:04,3.8678,17.9892,69.24,99,100,2.77
426,Chiang Klang,TH,2022-09-17 19:25:04,19.2938,100.8617,74.01,99,100,1.21
427,Abu Dhabi,AE,2022-09-17 19:21:39,24.4667,54.3667,93.22,58,0,4.61
428,Beyneu,KZ,2022-09-17 19:25:04,45.3167,55.2,72.73,28,16,10.78
429,Romny,UA,2022-09-17 19:25:05,50.751,33.4747,51.73,97,100,7.99
430,Vuktyl,RU,2022-09-17 19:25:05,63.8567,57.3094,53.17,68,100,8.93
431,Madanapalle,IN,2022-09-17 19:25:06,13.55,78.5,74.52,79,55,8.1
432,Ust-Tarka,RU,2022-09-17 19:25:06,55.5672,75.705,46.72,64,9,4.41
433,Kyzyl-Suu,KG,2022-09-17 19:25:06,42.3414,78.0056,56.34,37,100,2.75
434,Goba,ET,2022-09-17 19:25:07,7.0167,39.9833,51.01,90,79,5.19
435,Guider,CM,2022-09-17 19:25:07,9.9342,13.9486,70.39,96,97,4.9
436,Cortez,US,2022-09-17 19:25:07,37.3489,-108.5859,76.03,25,0,9.22
437,Wanning,CN,2022-09-17 19:25:08,18.8003,110.3967,78.76,82,79,3.49
438,Tacoronte,ES,2022-09-17 19:22:20,28.4769,-16.4102,71.4,91,75,17.27
439,Lagoa,PT,2022-09-17 19:25:08,39.05,-27.9833,73.94,88,100,9.93
440,Hualmay,PE,2022-09-17 19:25:09,-11.0964,-77.6139,66.76,74,45,14.18
441,Fort-Shevchenko,KZ,2022-09-17 19:25:09,44.5086,50.263,71.89,72,100,8.59
442,Opportunity,US,2022-09-17 19:25:09,47.6499,-117.2399,69.42,35,0,4.61
443,Marondera,ZW,2022-09-17 19:25:10,-18.1853,31.5519,56.82,37,0,5.06
444,Batesville,US,2022-09-17 19:25:10,35.7698,-91.641,88.09,47,20,4.61
445,Nishihara,JP,2022-09-17 19:25:10,26.1842,127.7558,82.06,89,75,32.21
446,General Roca,AR,2022-09-17 19:25:11,-39.0333,-67.5833,64.62,36,42,21.56
447,Palana,RU,2022-09-17 19:25:11,59.1167,159.9667,38.68,71,62,7.2
448,Taltal,CL,2022-09-17 19:20:21,-25.4,-70.4833,59.09,66,22,4.34
449,Sao Geraldo Do Araguaia,BR,2022-09-17 19:25:12,-6.4006,-48.555,99.97,24,100,1.5
450,Laguna,US,2022-09-17 19:25:12,38.421,-121.4238,79.77,51,0,11.5
451,Ilulissat,GL,2022-09-17 19:25:12,69.2167,-51.1,37.42,87,75,4.61
452,Ust-Barguzin,RU,2022-09-17 19:25:13,53.45,108.9833,43.48,75,66,2.64
453,Biscarrosse,FR,2022-09-17 19:25:13,44.3945,-1.1672,64.35,36,0,6.91
454,Mandalgovi,MN,2022-09-17 19:25:13,45.7625,106.2708,39.61,63,99,10.78
455,Necochea,AR,2022-09-17 19:25:14,-38.5473,-58.7368,68.7,54,100,11.36
456,Selcuk,TR,2022-09-17 19:25:14,37.9514,27.3685,76.01,87,0,4.34
457,Baruun-Urt,MN,2022-09-17 19:25:15,46.6806,113.2792,39.79,75,3,8.41
458,Cognac,FR,2022-09-17 19:25:15,45.5,-0.25,60.4,41,9,8.05
459,Brokopondo,SR,2022-09-17 19:25:15,4.75,-55.1667,91.36,48,50,2.66
460,Lithgow,AU,2022-09-17 19:25:16,-33.4833,150.15,40.77,84,4,18.61
461,Maniitsoq,GL,2022-09-17 19:25:16,65.4167,-52.9,45.91,91,100,8.9
462,Kalmunai,LK,2022-09-17 19:25:17,7.4167,81.8167,80.49,76,100,6.96
463,Iaciara,BR,2022-09-17 19:26:17,-14.0958,-46.6317,99.84,13,4,2.86
464,Manado,ID,2022-09-17 19:26:17,1.487,124.8455,74.17,94,20,1.14
465,Belyy Yar,RU,2022-09-17 19:26:18,53.6039,91.3903,40.86,66,0,0.0
466,Awjilah,LY,2022-09-17 19:26:18,29.1081,21.2869,84.72,20,0,9.04
467,Bairiki,KI,2022-09-17 19:26:18,1.3292,172.9752,80.6,78,20,5.75
468,Ketchikan,US,2022-09-17 19:26:19,55.3422,-131.6461,57.67,72,20,11.5
469,Maiduguri,NG,2022-09-17 19:23:50,11.8464,13.1603,74.01,86,98,7.47
470,Poya,NC,2022-09-17 19:26:19,-21.35,165.15,67.14,81,2,5.06
471,Shingu,JP,2022-09-17 19:26:20,33.7333,135.9833,79.39,95,100,15.39
472,Chumikan,RU,2022-09-17 19:26:20,54.7183,135.315,50.11,73,100,18.99
473,The Valley,AI,2022-09-17 19:26:20,18.217,-63.0578,77.09,82,100,27.34
474,Bacolod,PH,2022-09-17 19:26:21,10.6667,122.95,77.43,89,95,7.67
475,Mackay,AU,2022-09-17 19:25:12,-21.15,149.2,67.68,94,3,3.24
476,Grafton,US,2022-09-17 19:25:44,42.207,-71.6856,72.16,51,0,3.44
477,Kaduqli,SD,2022-09-17 19:26:22,11.0167,29.7167,73.18,83,100,2.91
478,Rence,SI,2022-09-17 19:26:22,45.89,13.6686,57.58,90,20,1.14
479,Hambantota,LK,2022-09-17 19:26:23,6.1241,81.1185,78.62,80,100,15.41
480,Lusambo,CD,2022-09-17 19:26:23,-4.9667,23.45,71.2,96,100,0.85
481,Soyo,AO,2022-09-17 19:26:23,-6.1349,12.3689,74.03,82,47,6.02
482,Oyama,JP,2022-09-17 19:26:24,36.3,139.8,80.58,85,100,3.49
483,Nagato,JP,2022-09-17 19:26:24,34.3833,131.2,78.78,84,97,11.74
484,Lae,PG,2022-09-17 19:26:24,-6.7221,146.9847,74.1,86,99,4.97
485,Rapid Valley,US,2022-09-17 19:26:25,44.0625,-103.1463,78.62,51,100,11.5
486,Vikulovo,RU,2022-09-17 19:26:25,56.8167,70.6107,47.43,55,6,9.64
487,Vanimo,PG,2022-09-17 19:26:25,-2.6741,141.3028,75.72,88,60,3.47
488,Kuandian,CN,2022-09-17 19:26:26,40.7286,124.7847,62.2,94,1,3.65
489,Cap Malheureux,MU,2022-09-17 19:26:26,-19.9842,57.6142,71.47,69,1,8.01
490,Sydney,AU,2022-09-17 19:24:34,-33.8679,151.2073,56.64,65,0,6.91
491,Hofn,IS,2022-09-17 19:26:27,64.2539,-15.2082,45.88,79,98,7.23
492,Iqaluit,CA,2022-09-17 19:26:27,63.7506,-68.5145,51.53,57,75,20.71
493,Kendal,GB,2022-09-17 19:26:27,54.3268,-2.7476,55.58,77,94,4.25
494,Sulangan,PH,2022-09-17 19:26:28,11.1373,123.7228,83.39,73,100,8.66
495,Heze,CN,2022-09-17 19:26:28,35.2431,115.4411,67.01,80,6,3.42
496,Pisco,PE,2022-09-17 19:26:29,-13.7,-76.2167,68.05,64,0,8.05
497,Miri,MY,2022-09-17 19:26:29,4.4148,114.0089,78.94,89,40,5.75
498,Mkushi,ZM,2022-09-17 19:26:29,-13.6202,29.3939,69.71,36,7,5.73
499,Lavrentiya,RU,2022-09-17 19:26:30,65.5833,-171.0,44.31,91,100,14.16
500,Oussouye,SN,2022-09-17 19:26:30,12.485,-16.5469,82.49,82,100,3.58
501,Ekhabi,RU,2022-09-17 19:26:30,53.5102,142.9671,46.76,79,100,10.85
502,Bereznik,RU,2022-09-17 19:26:31,62.8551,42.7072,47.05,96,99,5.75
503,Imeni Poliny Osipenko,RU,2022-09-17 19:26:31,52.4201,136.4853,42.21,91,100,1.61
504,Port Keats,AU,2022-09-17 19:26:31,-14.25,129.55,76.3,90,100,3.47
505,Ilo,PE,2022-09-17 19:26:32,-17.6394,-71.3375,61.66,77,100,10.36
506,Vagur,FO,2022-09-17 19:27:32,61.4732,-6.8119,49.93,77,100,5.23
507,Davila,PH,2022-09-17 19:27:32,18.4726,120.5763,79.81,80,100,11.88
508,Porto Walter,BR,2022-09-17 19:27:33,-8.2686,-72.7439,95.27,34,6,3.6
509,Sao Jose Da Coroa Grande,BR,2022-09-17 19:27:33,-8.8978,-35.1478,77.86,71,36,8.01
510,Buraydah,SA,2022-09-17 19:27:33,26.326,43.975,93.65,15,4,8.9
511,Tupik,RU,2022-09-17 19:27:34,54.4253,119.9327,35.47,97,100,5.03
512,Glendive,US,2022-09-17 19:24:12,47.1053,-104.7125,73.02,49,40,9.22
513,Koutsouras,GR,2022-09-17 19:27:34,35.0339,25.9469,78.12,79,0,8.52
514,Bilma,NE,2022-09-17 19:27:35,18.6853,12.9164,89.11,38,60,8.25
515,Opuwo,NA,2022-09-17 19:27:35,-18.0607,13.84,74.03,40,2,8.1
516,Wajir,KE,2022-09-17 19:27:35,1.7471,40.0573,86.27,34,83,21.3
517,San Patricio,US,2022-09-17 19:27:36,28.017,-97.5169,94.06,53,48,13.22
518,Fasa,IR,2022-09-17 19:27:36,28.9383,53.6482,79.84,18,0,0.0
519,Campo Grande,BR,2022-09-17 19:27:23,-20.4428,-54.6464,80.15,36,0,11.5
520,Lazaro Cardenas,MX,2022-09-17 19:27:37,17.9583,-102.2,76.42,94,100,3.58
521,Victoria,HK,2022-09-17 19:25:09,22.2855,114.1577,87.19,81,74,8.99
522,Washougal,US,2022-09-17 19:27:37,45.5826,-122.3534,69.62,65,0,6.91
523,Lebanon,US,2022-09-17 19:25:30,36.2081,-86.2911,84.54,47,75,6.91
524,Lahaina,US,2022-09-17 19:27:38,20.8783,-156.6825,84.2,75,39,5.93
525,Filadelfia,US,2022-09-17 19:27:38,39.9523,-75.1638,84.27,54,75,6.91
526,Preobrazheniye,RU,2022-09-17 19:27:39,42.9019,133.9064,64.45,98,100,4.92
527,Chunskiy,RU,2022-09-17 19:27:39,56.0815,99.6342,39.79,87,32,0.94
528,Lander,US,2022-09-17 19:27:39,42.833,-108.7307,64.99,47,0,3.44
529,Fort Frances,CA,2022-09-17 19:27:40,48.5999,-93.4003,64.62,82,100,4.61
530,Benghazi,LY,2022-09-17 19:27:40,32.1167,20.0667,79.81,60,0,4.83
531,Meadow Lake,US,2022-09-17 19:27:41,34.8014,-106.5436,85.84,21,0,13.38
532,Asau,RO,2022-09-17 19:27:41,46.4333,26.4,56.32,97,100,2.1
533,Galesong,ID,2022-09-17 19:27:41,-5.3166,119.3661,75.22,70,21,3.71
534,Saldanha,ZA,2022-09-17 19:27:42,-33.0117,17.9442,53.65,71,100,13.82
535,Asfi,MA,2022-09-17 19:27:42,32.2994,-9.2372,71.24,85,0,13.24
536,Churapcha,RU,2022-09-17 19:27:42,62.0025,132.4325,40.71,86,100,4.79
537,Songea,TZ,2022-09-17 19:27:43,-10.6833,35.65,63.84,40,38,3.15
538,Saquena,PE,2022-09-17 19:27:43,-4.6667,-73.5167,94.78,39,52,0.83
539,Caravelas,BR,2022-09-17 19:27:44,-17.7125,-39.2481,67.35,86,100,13.85
540,Caravelas,BR,2022-09-17 19:27:44,-17.7125,-39.2481,67.35,86,100,13.85
541,Caravelas,BR,2022-09-17 19:27:44,-17.7125,-39.2481,67.35,86,100,13.85
542,Caravelas,BR,2022-09-17 19:27:44,-17.7125,-39.2481,67.35,86,100,13.85
543,Caravelas,BR,2022-09-17 19:27:44,-17.7125,-39.2481,67.35,86,100,13.85
