City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
338,Sitka,US,57.0531,-135.33,53.49,87,0,3.44,clear sky
339,Sakakah,SA,29.9697,40.2064,76.57,33,0,4.85,clear sky
340,Kangaatsiaq,GL,68.3065,-53.4641,38.17,96,100,10.2,moderate rain
341,Tasiilaq,GL,65.6145,-37.6368,44.76,99,100,5.01,light rain
342,Champerico,GT,14.3,-91.9167,76.78,87,98,5.19,overcast clouds
343,Nha Trang,VN,12.25,109.1833,87.8,73,100,6.2,overcast clouds
344,Conceicao Do Araguaia,BR,-8.2578,-49.2647,76.73,42,19,2.21,few clouds
345,Constitucion,CL,-35.3333,-72.4167,44.87,81,91,10.71,overcast clouds
346,Prince Rupert,CA,54.3161,-130.3201,58.69,88,0,5.75,clear sky
347,Iquique,CL,-20.2208,-70.1431,59.04,73,67,1.86,broken clouds
348,Areia Branca,BR,-4.9561,-37.1369,71.24,79,68,10.16,broken clouds
349,Waipawa,NZ,-41.4122,175.5153,54.63,69,100,7.85,overcast clouds
350,Lokosovo,RU,61.1333,74.8167,55.29,56,55,5.26,broken clouds
351,Tuatapere,NZ,-46.1333,167.6833,51.01,94,80,6.98,broken clouds
352,Coahuayana,MX,18.7333,-103.6833,73.98,92,97,3.44,overcast clouds
353,Balakovo,RU,52.0278,47.8007,65.1,48,66,2.82,broken clouds
354,Irricana,CA,51.3237,-113.6048,43.45,78,71,12.19,broken clouds
355,Belmonte,BR,-15.8631,-38.8828,70.72,79,100,8.25,overcast clouds
356,Makakilo City,US,21.3469,-158.0858,79.12,64,0,14.97,clear sky
357,Sumbe,AO,-11.2061,13.8437,69.39,87,21,2.95,few clouds
358,Luau,AO,-10.7073,22.2247,74.35,56,16,3.0,few clouds
359,Yar-Sale,RU,66.8333,70.8333,41.88,85,100,18.32,overcast clouds
360,Sukhumi,GE,43.0033,41.0153,72.61,80,100,1.61,overcast clouds
361,Catabola,AO,-12.15,17.2833,68.83,54,2,3.13,clear sky
362,Aksu,CN,41.1231,80.2644,79.52,26,7,1.97,clear sky
363,Valparaiso,CL,-33.0393,-71.6273,53.01,100,100,8.81,overcast clouds
364,Orotukan,RU,62.2667,151.7,33.51,100,100,7.31,snow
365,Stantsionno-Oyashinskiy,RU,55.4664,83.8245,63.61,47,73,8.81,broken clouds
366,Dzerzhinskoye,RU,56.8344,95.2283,52.59,78,99,14.34,light rain
367,Joshimath,IN,30.5667,79.5667,77.61,67,82,6.85,broken clouds
368,Saint-Georges,GD,12.0564,-61.7485,81.16,82,65,12.77,broken clouds
369,Poum,NC,-20.2333,164.0167,77.36,79,0,9.46,clear sky
370,Dandong,CN,40.1292,124.3947,63.46,43,0,10.56,clear sky
371,Nantucket,US,41.2835,-70.0995,69.94,45,93,22.44,overcast clouds
372,Pokhara,NP,28.2333,83.9833,82.65,70,81,5.35,broken clouds
373,Katangli,RU,51.7102,143.2326,40.35,85,100,19.77,overcast clouds
374,Labuhan,ID,-6.8844,112.2051,87.49,57,100,10.76,overcast clouds
375,Ambilobe,MG,-13.2,49.05,84.94,37,1,8.59,clear sky
376,Cayambe,EC,0.05,-78.1333,49.26,89,83,1.16,broken clouds
377,Mount Gambier,AU,-37.8333,140.7667,61.63,60,100,10.07,overcast clouds
378,San Jose De Buan,PH,12.0529,125.0251,86.92,59,100,7.34,overcast clouds
379,Belyy Yar,RU,53.6039,91.3903,53.85,87,100,2.24,overcast clouds
380,Ixtapa,MX,20.7,-105.2,75.09,99,100,1.59,overcast clouds
381,Roswell,US,34.0232,-84.3616,70.97,91,0,0.0,clear sky
382,Howard Springs,AU,-12.497,131.047,93.11,49,71,10.58,broken clouds
383,Prainha,BR,-1.8,-53.48,75.27,68,50,2.46,scattered clouds
384,Baiquan,CN,47.5833,126.0833,61.86,20,46,16.33,scattered clouds
385,Marienburg,PL,54.0359,19.0266,49.84,88,53,7.34,broken clouds
386,Maniitsoq,GL,65.4167,-52.9,38.84,93,86,10.27,overcast clouds
387,Harnosand,SE,62.6323,17.9379,46.0,72,23,14.52,few clouds
388,Ketchikan,US,55.3422,-131.6461,54.07,82,0,5.75,clear sky
389,Manaus,BR,-3.1019,-60.025,79.29,94,0,1.14,clear sky
390,Viedma,AR,-40.8135,-62.9967,42.08,82,100,19.66,overcast clouds
391,Takoradi,GH,4.8845,-1.7554,74.35,93,100,8.55,overcast clouds
392,Keetmanshoop,NA,-26.5833,18.1333,48.43,47,0,5.08,clear sky
393,Labuan,MY,5.2767,115.2417,86.36,70,20,7.0,few clouds
394,Radford,US,37.1318,-80.5764,68.92,94,0,5.75,clear sky
395,Kidal,ML,18.4411,1.4078,86.31,44,19,7.54,few clouds
396,Bandarbeyla,SO,9.4942,50.8122,87.35,57,41,24.45,scattered clouds
397,Huarmey,PE,-10.0681,-78.1522,61.39,87,65,10.58,broken clouds
398,Scarborough,GB,54.2797,-0.4044,54.91,86,97,3.85,overcast clouds
399,Capim Grosso,BR,-11.3811,-40.0128,67.3,88,86,8.63,overcast clouds
400,Coihaique,CL,-45.5752,-72.0662,35.55,100,0,4.61,clear sky
401,Bambanglipuro,ID,-7.95,110.2833,80.67,67,100,13.33,overcast clouds
402,Okha,RU,53.5739,142.9478,44.01,90,100,29.12,light rain
403,Lazaro Cardenas,MX,17.9583,-102.2,75.79,94,100,6.51,overcast clouds
404,Maragogi,BR,-9.0122,-35.2225,73.49,82,38,6.49,scattered clouds
405,Thompson,CA,55.7435,-97.8558,51.96,87,75,4.61,broken clouds
406,Alexandria,EG,31.2156,29.9553,78.57,63,0,5.91,clear sky
407,Kampong Chhnang,KH,12.1667,104.55,76.33,88,100,4.47,overcast clouds
408,Dudinka,RU,69.4058,86.1778,33.62,68,32,15.1,scattered clouds
409,Payo,ID,-3.7508,103.6372,90.27,45,69,5.95,broken clouds
410,Port Blair,IN,11.6667,92.75,87.84,62,40,11.5,scattered clouds
411,Crib Point,AU,-38.35,145.2,70.59,58,59,3.6,broken clouds
412,Cortez,US,37.3489,-108.5859,59.7,44,0,6.91,clear sky
413,La Ronge,CA,55.1001,-105.2842,50.25,87,75,2.3,broken clouds
414,Te Anau,NZ,-45.4167,167.7167,50.86,84,69,0.74,broken clouds
415,Atlantis,ZA,-33.5667,18.4834,53.98,82,1,3.38,clear sky
416,Eenhana,NA,-17.4667,16.3333,62.38,20,0,9.06,clear sky
417,Yambio,SS,4.5721,28.3955,72.63,84,43,3.62,scattered clouds
418,Pevek,RU,69.7008,170.3133,33.33,78,38,3.98,scattered clouds
419,Dillon,US,34.4166,-79.3712,71.11,90,27,3.78,scattered clouds
420,Yokadouma,CM,3.5167,15.05,68.29,98,98,2.51,overcast clouds
421,Ferry Pass,US,30.5102,-87.2125,78.78,77,0,4.61,clear sky
422,San Quintin,MX,30.4833,-115.95,68.23,82,0,12.21,clear sky
423,Amga,RU,60.8953,131.9608,42.58,34,2,10.63,clear sky
424,Marzuq,YE,14.4,46.4667,85.21,28,41,5.68,scattered clouds
425,Kavieng,PG,-2.5744,150.7967,83.37,71,97,10.76,overcast clouds
426,Babu,CN,24.4167,111.5167,93.45,39,19,4.05,few clouds
427,Forio,IT,40.7342,13.8646,67.73,58,29,8.1,scattered clouds
428,Staryy Nadym,RU,65.6118,72.6842,44.2,83,99,12.68,overcast clouds
429,Kamra,PK,33.7473,73.5111,81.95,43,0,3.11,clear sky
430,Ancud,CL,-41.8697,-73.8203,41.23,89,26,2.84,scattered clouds
431,Matamoros,MX,25.5333,-103.25,77.11,60,75,18.34,broken clouds
432,Kahului,US,20.8947,-156.47,80.62,68,0,17.27,clear sky
433,Souillac,MU,-20.5167,57.5167,73.78,68,40,18.41,scattered clouds
434,Leo,BF,11.1,-2.1,68.67,97,100,2.84,moderate rain
435,Oksfjord,NO,70.2396,22.3479,42.01,82,90,6.53,overcast clouds
436,Eyl,SO,7.9803,49.8164,85.98,59,91,20.54,overcast clouds
437,Raudeberg,NO,61.9875,5.1352,41.67,67,21,7.83,few clouds
438,Ende,ID,-8.8432,121.6623,81.77,73,100,6.87,overcast clouds
439,Santiago De Chuco,PE,-8.15,-78.1833,51.44,75,79,0.29,light rain
440,Kilakarai,IN,9.2333,78.7833,89.17,52,100,6.31,overcast clouds
441,Murchison,NZ,-41.8,172.3333,51.55,99,100,1.14,moderate rain
442,Eydhafushi,MV,5.1033,73.0708,80.73,78,99,8.08,overcast clouds
443,Buala,SB,-8.145,159.5921,82.83,74,85,8.95,overcast clouds
444,Niquelandia,BR,-14.4739,-48.4597,75.78,61,85,2.82,overcast clouds
445,Conakry,GN,9.538,-13.6773,77.59,80,82,1.9,broken clouds
446,Lorengau,PG,-2.0226,147.2712,82.51,77,64,7.45,broken clouds
447,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,91,40,5.99,scattered clouds
448,Vangaindrano,MG,-23.35,47.6,72.48,77,83,7.2,light rain
449,Karratha,AU,-20.7377,116.8463,83.19,19,0,10.58,clear sky
450,Carballo,ES,43.213,-8.691,62.76,77,0,2.95,clear sky
451,Maura,NO,60.25,11.0167,42.91,71,0,4.61,clear sky
452,Comodoro Rivadavia,AR,-45.8667,-67.5,37.26,93,100,16.11,light rain
453,Cooma,AU,-36.2333,149.1333,62.44,38,0,6.64,clear sky
454,Qaqortoq,GL,60.7167,-46.0333,41.61,94,61,2.15,broken clouds
455,Hamilton,US,39.1834,-84.5333,69.78,95,100,3.44,fog
456,Seymchan,RU,62.8833,152.4333,35.56,99,100,8.97,moderate rain
457,Yomou,GN,7.5603,-9.2653,68.77,99,100,2.42,overcast clouds
458,Kichera,RU,55.9375,110.0997,41.63,98,100,3.27,light rain
459,Azovskaya,RU,44.7908,38.6264,67.55,59,9,0.83,clear sky
460,Zabaykalsk,RU,49.6333,117.3167,60.62,23,63,16.08,broken clouds
461,Mutis,CO,6.2262,-77.4044,77.05,89,100,6.02,light rain
462,Half Moon Bay,US,37.4636,-122.4286,64.98,78,0,4.61,clear sky
463,Mackay,AU,-21.15,149.2,86.68,76,58,8.32,broken clouds
464,Korla,CN,41.7597,86.1469,82.4,13,21,3.51,few clouds
465,Dolinsk,RU,47.35,142.8,51.91,48,16,18.9,few clouds
466,Udachnyy,RU,66.4167,112.4,32.45,100,100,18.92,snow
467,Nizwa,OM,22.9333,57.5333,90.9,35,0,4.65,clear sky
468,Fioletovo,AM,40.7224,44.7177,67.28,60,1,3.58,clear sky
469,Fortuna,US,40.5982,-124.1573,57.65,89,61,3.91,broken clouds
470,Makaryev,RU,57.8797,43.8069,53.38,70,98,19.84,overcast clouds
471,Celendin,PE,-6.8703,-78.1517,53.46,82,28,2.64,scattered clouds
472,Havoysund,NO,70.9963,24.6622,43.03,66,99,12.95,overcast clouds
473,Ust-Barguzin,RU,53.45,108.9833,50.77,81,100,16.33,light rain
474,Moron,AR,-34.6534,-58.6198,53.35,82,2,7.02,clear sky
475,Kuandian,CN,40.7286,124.7847,61.56,37,0,5.35,clear sky
476,Verkhoyansk,RU,67.5447,133.385,37.54,48,3,1.23,clear sky
477,Luanda,AO,-8.8368,13.2343,69.8,88,75,2.3,broken clouds
478,Tessalit,ML,20.1986,1.0114,85.75,37,18,10.25,few clouds
479,Namtsy,RU,62.7161,129.6658,41.95,39,0,10.94,clear sky
480,Vicuna,CL,-30.0319,-70.7081,44.33,84,14,2.33,few clouds
481,Whitehorse,CA,60.7161,-135.0538,52.57,58,75,12.66,broken clouds
482,Iracoubo,GF,5.4802,-53.2011,76.98,90,99,8.01,overcast clouds
483,Yamoussoukro,CI,6.8206,-5.2767,73.29,94,100,4.61,light rain
484,Ajdabiya,LY,30.7554,20.2263,78.89,45,0,6.17,clear sky
485,Lebowakgomo,ZA,-24.2,29.5,67.1,24,69,5.1,broken clouds
486,Kensington,AU,-33.9167,151.2167,72.3,59,20,18.41,few clouds
487,Freeport,US,40.6576,-73.5832,72.97,87,20,9.22,few clouds
488,Mogadishu,SO,2.0371,45.3438,80.47,69,75,11.5,broken clouds
489,Sibolga,ID,1.7427,98.7792,86.0,62,90,6.33,light rain
490,Ayan,RU,56.45,138.1667,43.86,59,100,24.07,overcast clouds
491,Del Rio,US,29.3627,-100.8968,82.51,65,0,9.22,clear sky
492,Soyo,AO,-6.1349,12.3689,73.74,87,40,7.45,scattered clouds
493,Vikhorevka,RU,56.1201,101.1636,49.59,89,94,14.2,light rain
494,Marsa Matruh,EG,31.3525,27.2453,78.57,65,1,10.29,clear sky
495,Guanare,VE,9.0418,-69.7421,71.76,96,100,3.31,overcast clouds
496,Ihosy,MG,-22.4,46.1167,68.65,56,35,8.57,scattered clouds
497,Jaque,PA,7.5175,-78.1703,77.36,88,100,3.78,overcast clouds
498,Ridgecrest,US,35.6225,-117.6709,71.46,29,0,9.22,clear sky
499,Ladario,BR,-19.0047,-57.6017,74.3,85,69,2.39,broken clouds
500,Avera,US,33.194,-82.5271,66.54,61,0,4.05,clear sky
501,Sistranda,NO,63.7256,8.834,46.36,64,72,6.38,broken clouds
502,Kamenka,RU,51.3223,42.7678,58.42,55,9,4.68,clear sky
503,Cap Malheureux,MU,-19.9842,57.6142,74.46,65,5,11.99,clear sky
504,Palmer,US,42.1584,-72.3287,64.49,87,100,4.61,light rain
505,Barra Do Bugres,BR,-15.0725,-57.1811,74.48,77,13,2.73,few clouds
506,Bor,RU,56.3567,44.0669,55.33,69,53,17.56,broken clouds
507,Ambon,ID,-3.6954,128.1814,87.94,62,20,5.75,few clouds
508,Dundalk,US,39.2507,-76.5205,74.1,82,0,5.75,clear sky
509,Chapais,CA,49.7834,-74.8492,46.18,74,100,5.12,overcast clouds
510,Guatire,VE,10.4762,-66.5427,78.21,96,98,2.8,overcast clouds
511,Nedjo,ET,9.5046,35.5019,64.76,87,44,1.81,light rain
512,Makueni,KE,-1.8041,37.6203,66.09,72,92,4.63,overcast clouds
513,Chara,RU,56.9064,118.2631,47.5,52,100,4.12,overcast clouds
514,Leningradskiy,RU,69.3833,178.4167,29.23,86,90,7.4,overcast clouds
515,Parry Sound,CA,45.3501,-80.033,66.11,88,55,8.77,broken clouds
516,Feuchtwangen,DE,49.1667,10.3333,45.72,95,82,5.12,broken clouds
517,Ulladulla,AU,-35.35,150.4667,70.77,64,0,14.97,clear sky
518,Finschhafen,PG,-6.6024,147.8681,78.75,80,99,7.2,moderate rain
519,Manacor,ES,39.5696,3.2096,65.34,54,0,4.83,clear sky
520,Koulikoro,ML,14.0,-7.75,75.09,79,100,6.96,overcast clouds
521,Brigantine,US,39.4101,-74.3646,74.01,86,0,5.75,clear sky
522,Celestun,MX,20.8667,-90.4,78.58,87,3,10.4,clear sky
523,Benicarlo,ES,40.4165,0.4271,72.9,71,78,3.33,broken clouds
524,Berlevag,NO,70.8578,29.0864,42.8,81,75,18.41,broken clouds
525,Novoshcherbinovskaya,RU,46.4767,38.6476,67.86,33,27,10.02,scattered clouds
526,Grande Prairie,CA,55.1667,-118.8027,39.38,87,40,2.3,scattered clouds
527,Nebbi,UG,2.4783,31.0889,72.43,72,40,3.44,scattered clouds
528,Gat,IL,31.61,34.7642,76.78,100,25,3.96,scattered clouds
529,Sinjar,IQ,36.3209,41.8754,91.9,15,0,5.55,clear sky
530,Hammerfest,NO,70.6634,23.6821,41.45,70,75,6.91,broken clouds
531,Dayong,CN,25.0209,118.2898,86.9,51,89,6.22,overcast clouds
532,Baytown,US,29.7355,-94.9774,81.99,78,0,2.28,clear sky
533,Byron Bay,AU,-28.65,153.6167,71.94,66,8,12.55,clear sky
534,Mujiayingzi,CN,42.1167,118.7833,69.57,14,0,13.8,clear sky
535,Praya,CV,14.9215,-23.5087,77.54,83,40,9.22,scattered clouds
536,Amapa,BR,1.0,-52.0,69.22,99,69,0.92,broken clouds
537,Natal,BR,-5.795,-35.2094,73.62,94,40,5.75,scattered clouds
538,North Creek,US,47.8195,-122.1762,61.97,79,0,3.44,smoke
539,Kuala Terengganu,MY,5.3302,103.1408,89.55,62,20,9.22,few clouds
540,Cockburn Town,TC,21.4612,-71.1419,78.62,92,100,55.9,overcast clouds
541,Gemena,CD,3.25,19.7667,72.14,96,73,1.39,light rain
542,Ukiah,US,39.1502,-123.2078,60.44,92,27,1.5,scattered clouds
543,Patea,NZ,-39.7583,174.4833,57.97,73,100,5.91,overcast clouds
544,Pomabamba,PE,-8.8333,-77.4667,50.25,80,79,3.71,broken clouds
545,Sambava,MG,-14.2667,50.1667,73.09,76,25,11.14,light rain
546,Dalvik,IS,65.9702,-18.5286,58.93,87,98,7.11,overcast clouds
547,Chimbote,PE,-9.0853,-78.5783,61.14,84,77,10.13,broken clouds
548,Litovko,RU,49.2361,135.1742,47.64,56,11,22.41,few clouds
549,Kazerun,IR,29.6195,51.6541,89.1,24,0,5.75,clear sky
550,Manavgat,TR,36.7867,31.4431,77.49,61,2,3.49,clear sky
551,Flin Flon,CA,54.7682,-101.865,52.09,96,100,7.4,overcast clouds
552,Kerouane,GN,9.2667,-9.0167,68.04,97,98,2.15,overcast clouds
553,Methoni,GR,36.8197,21.7049,70.21,64,10,12.21,clear sky
554,Garowe,SO,8.4054,48.4845,82.53,53,100,22.19,overcast clouds
555,Manoel Urbano,BR,-8.8389,-69.2597,76.48,69,70,3.13,broken clouds
556,Saint-Pierre,RE,-21.3393,55.4781,74.88,60,75,16.11,broken clouds
557,Dingli,MT,35.8614,14.3822,73.81,88,20,2.3,few clouds
558,Aldan,RU,58.6031,125.3894,34.59,98,100,3.2,light snow
559,Kabo,CF,7.6994,18.629,73.51,94,91,1.07,overcast clouds
560,Imbituba,BR,-28.24,-48.6703,64.85,92,100,6.33,overcast clouds
561,San Cristobal,VE,7.7669,-72.225,71.78,98,100,3.15,overcast clouds
562,Tombouctou,ML,20.0,-3.0,90.39,18,51,9.37,broken clouds
563,Beisfjord,NO,68.3751,17.5988,41.05,85,65,2.62,broken clouds
564,Pasinler,TR,39.9803,41.6764,58.19,29,0,2.55,clear sky
565,Barao De Melgaco,BR,-16.1944,-55.9675,75.76,76,29,3.83,scattered clouds
566,Mountain Home,US,43.133,-115.6912,62.08,45,0,10.36,clear sky
567,Vezirkopru,TR,41.1436,35.4547,59.49,73,19,0.87,few clouds
568,Neiafu,TO,-18.65,-173.9833,77.68,88,20,10.36,few clouds
569,Oktyabrskiy,RU,54.4815,53.471,62.08,92,100,1.32,light rain
570,Botou,CN,38.0667,116.5667,78.87,28,21,8.55,few clouds
571,Muros,ES,42.7762,-9.0603,68.16,84,0,4.63,clear sky
572,Mayo,US,38.8876,-76.5119,75.18,87,0,4.61,clear sky
573,Matay,EG,28.419,30.7792,78.46,62,0,9.1,clear sky
574,Tungor,RU,53.3808,142.9564,41.97,94,100,24.23,light rain
575,Skopin,RU,53.8249,39.5505,53.38,70,91,12.86,overcast clouds
576,Yibin,CN,28.7667,104.6238,69.26,91,100,6.78,overcast clouds
577,Kedrovyy,RU,56.1667,91.8167,50.41,82,96,11.18,light rain
578,Quatre Cocos,MU,-20.2078,57.7625,74.08,72,18,16.64,few clouds
579,Padang,ID,-0.9492,100.3543,86.05,75,91,4.94,overcast clouds
580,Namibe,AO,-15.1961,12.1522,61.95,84,4,6.89,clear sky
581,Vanavara,RU,60.34,102.2797,44.17,94,100,8.41,overcast clouds
582,Paita,PE,-5.0892,-81.1144,63.43,86,74,12.08,broken clouds
583,Rorvik,NO,64.8621,11.2373,42.78,87,40,4.61,scattered clouds
584,Akom,CM,2.6678,12.7109,65.91,95,99,2.48,overcast clouds
585,San Andres,CO,12.5847,-81.7006,80.62,74,40,6.91,scattered clouds
586,Dalhousie,IN,32.5333,75.9833,69.89,59,37,5.28,scattered clouds
587,Hilter,DE,52.15,8.15,47.82,90,89,5.03,overcast clouds
588,Warrenton,ZA,-28.114,24.8475,48.79,60,7,17.83,clear sky
589,Thinadhoo,MV,0.5333,72.9333,82.89,70,96,4.99,overcast clouds
590,Muravlenko,RU,63.7898,74.523,50.54,70,94,7.99,overcast clouds
591,Anadyr,RU,64.75,177.4833,43.3,65,0,6.71,clear sky
592,Dakar,SN,14.6937,-17.4441,79.68,77,79,10.87,broken clouds
593,Utete,TZ,-7.986,38.758,76.89,68,78,3.71,broken clouds
594,Marsabit,KE,2.3284,37.9899,65.89,69,59,20.09,broken clouds
595,Huanren,CN,41.2647,125.3667,60.37,33,0,4.56,clear sky
596,Ureki,GE,41.9956,41.7786,75.16,76,81,3.42,broken clouds
597,Necochea,AR,-38.5473,-58.7368,42.21,79,74,14.34,broken clouds
598,Mehamn,NO,71.0357,27.8492,42.75,81,75,16.11,broken clouds
599,Cassilandia,BR,-19.1133,-51.7342,72.21,75,57,3.51,light rain
600,Deputatskiy,RU,69.3,139.9,28.33,72,100,4.68,overcast clouds
601,Banda Aceh,ID,5.5577,95.3222,86.31,64,97,12.53,overcast clouds
602,San Luis,AR,-33.295,-66.3356,45.0,55,88,9.37,overcast clouds
603,Lar,IN,26.2039,83.9717,91.02,59,48,11.01,scattered clouds
604,Blairmore,CA,49.6,-114.4353,40.69,100,100,1.7,overcast clouds
605,Goianesia,BR,-15.3175,-49.1175,73.04,63,74,1.79,broken clouds
606,Kuching,MY,1.55,110.3333,73.62,94,40,3.44,scattered clouds
607,Chimoio,MZ,-19.1164,33.4833,71.46,46,0,9.04,smoke
608,Ranong,TH,9.9658,98.6348,84.13,77,98,8.01,overcast clouds
609,Tsabong,BW,-26.0217,22.401,49.64,61,0,12.64,clear sky
610,Nice,FR,44.0,7.25,56.03,51,68,4.68,broken clouds
611,Moree,AU,-29.4667,149.85,72.37,30,0,1.05,clear sky
612,Hanzhong,CN,33.0728,107.0303,63.66,95,100,3.15,overcast clouds
613,Buraydah,SA,26.326,43.975,86.45,9,83,15.41,broken clouds
614,Peniche,PT,39.3558,-9.3811,67.44,94,38,0.98,scattered clouds
615,Zhigansk,RU,66.7697,123.3711,35.47,56,66,9.22,broken clouds
616,Okhotsk,RU,59.3833,143.3,40.8,92,100,21.81,light rain
617,Diffa,NE,13.3154,12.6113,78.24,74,38,11.23,scattered clouds
618,Yining,CN,29.0361,114.5636,85.71,28,64,8.57,broken clouds
619,Kitob,UZ,39.0843,66.8332,86.41,17,6,7.25,clear sky
620,Mtwara,TZ,-10.2667,40.1833,76.33,83,40,10.36,scattered clouds
621,Mount Isa,AU,-20.7333,139.5,87.57,37,100,20.71,moderate rain
622,Rafaela,AR,-31.2503,-61.4867,51.01,62,0,8.01,clear sky
623,Leshukonskoye,RU,64.8989,45.7622,49.32,90,71,7.78,light rain
624,Muli,MV,2.9167,73.5667,82.31,68,78,6.06,broken clouds
625,Reconquista,AR,-29.15,-59.65,59.0,85,94,8.23,overcast clouds
626,Aberdeen,GB,57.1437,-2.0981,54.5,96,100,2.3,overcast clouds
627,Baykit,RU,61.67,96.37,48.34,86,99,11.56,light rain
628,Paithan,IN,19.4833,75.3833,80.69,71,72,16.02,broken clouds
629,Puerto Colombia,CO,10.9878,-74.9547,77.09,82,100,6.98,overcast clouds
630,Cabatuan,PH,10.8794,122.486,85.96,70,100,11.05,light rain
631,Pueblo Nuevo,MX,23.3833,-105.3833,56.48,95,65,3.4,broken clouds
632,Chebsara,RU,59.2002,38.8356,49.33,94,100,17.98,overcast clouds
633,Pakxan,LA,18.3778,103.6601,89.4,62,96,3.85,overcast clouds
634,Dauphin,CA,51.1494,-100.0502,46.54,94,75,2.3,haze
635,Keelung,TW,25.1283,121.7419,84.09,65,96,15.59,overcast clouds
636,Urgut,UZ,39.4022,67.2431,76.62,19,3,5.19,clear sky
637,Esmeralda,CU,21.8525,-78.1169,76.69,88,0,4.81,clear sky
638,San Rafael,AR,-34.6177,-68.3301,42.19,66,95,1.43,overcast clouds
639,Vila,PT,42.0304,-8.1588,56.28,65,0,3.27,clear sky
640,Vestmanna,FO,62.1564,-7.1664,50.92,100,100,13.8,drizzle
641,Nyurba,RU,63.2842,118.3319,38.53,96,100,5.82,overcast clouds
642,Sobolevo,RU,54.4299,31.8996,48.36,93,100,8.99,overcast clouds
643,Kerema,PG,-7.9631,145.7785,83.21,74,76,6.69,broken clouds
644,Beloha,MG,-25.1667,45.05,80.98,36,0,8.14,clear sky
645,Mazeikiai,LT,56.3167,22.3333,51.71,89,75,7.83,broken clouds
646,Wuhu,CN,31.3366,118.3755,75.69,44,65,9.71,broken clouds
647,Yei,SS,4.095,30.6779,71.91,82,58,2.71,light rain
648,Las Cruces,US,32.3123,-106.7783,75.34,67,0,4.61,clear sky
649,Zima,RU,53.9202,102.0442,51.4,73,100,10.69,overcast clouds
650,Iqaluit,CA,63.7506,-68.5145,42.53,81,100,11.5,overcast clouds
651,Miraflores,MX,19.2167,-98.8083,59.04,93,99,2.51,overcast clouds
652,Svay Rieng,KH,11.0879,105.7993,85.01,64,99,15.35,overcast clouds
653,Murdochville,CA,48.9583,-65.5006,32.88,62,0,3.13,clear sky
654,Inhambane,MZ,-23.865,35.3833,77.0,88,20,9.22,few clouds
655,Kasungu,MW,-13.0333,33.4833,76.33,36,0,12.73,clear sky
656,San Patricio,US,28.017,-97.5169,85.86,74,0,8.61,clear sky
657,Derzhavinsk,KZ,51.1,66.3167,70.77,17,3,9.98,clear sky
658,Husavik,IS,66.0449,-17.3389,51.62,92,95,1.45,overcast clouds
659,Ust-Nera,RU,64.5667,143.2,37.36,93,100,5.97,light rain
660,Watsa,CD,3.0372,29.5355,70.52,73,57,2.33,broken clouds
661,Bria,CF,6.5423,21.9863,71.87,93,66,2.39,broken clouds
662,Nouakchott,MR,18.0858,-15.9785,80.53,55,78,11.18,broken clouds
663,Saint-Francois,FR,46.4154,3.9054,36.68,93,0,0.0,clear sky
664,Ryotsu,JP,38.0833,138.4333,63.79,73,100,14.25,overcast clouds
665,Grand-Santi,GF,4.25,-54.3833,72.54,97,28,2.98,scattered clouds
666,Lingao,CN,19.9103,109.6859,87.49,62,42,5.46,scattered clouds
667,Algiers,DZ,36.7525,3.042,73.22,78,75,2.3,broken clouds
668,Kieta,PG,-6.2167,155.6333,80.44,83,99,5.99,light rain
669,Xining,CN,36.6167,101.7667,62.44,56,71,3.98,broken clouds
670,Japura,ID,-0.3167,102.35,90.88,50,100,3.47,overcast clouds
671,Khorixas,NA,-20.3667,14.9667,57.42,19,0,10.47,clear sky
672,Jackson,US,42.4165,-122.8345,69.67,52,75,4.61,broken clouds
673,Bathsheba,BB,13.2167,-59.5167,79.41,89,40,10.36,scattered clouds
674,Dalbandin,PK,28.8947,64.4101,92.53,10,0,7.0,clear sky
675,Izazi,TZ,-7.2,35.7333,77.92,50,6,2.57,clear sky
676,Dunedin,NZ,-45.8742,170.5036,53.8,75,100,1.99,moderate rain
677,Doume,CM,4.2333,13.45,67.23,99,100,2.82,overcast clouds
678,Porto Belo,BR,-27.1578,-48.5531,62.17,92,100,6.91,overcast clouds
679,Shache,CN,38.4167,77.2406,80.67,23,14,6.35,few clouds
680,Ust-Ishim,RU,57.6935,71.1665,68.02,69,95,4.0,overcast clouds
681,Rawson,AR,-43.3002,-65.1023,46.31,98,100,8.39,moderate rain
682,Bagotville,AU,-28.9833,153.4167,71.85,72,12,11.97,few clouds
683,Nurota,UZ,40.5614,65.6886,84.67,14,0,9.51,clear sky
684,Lakhipur,IN,26.0299,90.3041,88.34,68,33,3.91,scattered clouds
685,Bafoulabe,ML,13.8065,-10.8321,74.12,94,32,3.13,scattered clouds
686,Hereford,GB,52.0568,-2.7148,51.96,92,97,1.95,overcast clouds
687,Bhander,IN,25.7333,78.75,90.12,52,9,4.56,clear sky
688,Oktyabrskoye,RU,43.0645,44.7417,57.34,77,75,4.47,broken clouds
689,Zarubino,RU,42.63,131.0922,61.23,33,0,16.87,clear sky
690,Namatanai,PG,-3.6667,152.4333,82.29,72,93,5.84,light rain
691,Coos Bay,US,43.3665,-124.2179,57.92,100,0,3.44,clear sky
